TIMESTAMP           | PROVID | VOICE_TAG                           | STAT  | FILE
2026-03-08 19:31:29 | Azure  | en-IN-RehaanNeural                  | OK    | D:\RecordingStudio\DubbingToolkit\voices\voices_output\azure\EN-IN\en-IN-RehaanNeural.mp3
2026-03-08 19:31:30 | Azure  | en-KE-AsiliaNeural                  | OK    | D:\RecordingStudio\DubbingToolkit\voices\voices_output\azure\EN-KE\en-KE-AsiliaNeural.mp3
2026-03-08 19:31:31 | Azure  | en-KE-ChilembaNeural                | OK    | D:\RecordingStudio\DubbingToolkit\voices\voices_output\azure\EN-KE\en-KE-ChilembaNeural.mp3
2026-03-08 19:31:31 | Azure  | en-NG-EzinneNeural                  | OK    | D:\RecordingStudio\DubbingToolkit\voices\voices_output\azure\EN-NG\en-NG-EzinneNeural.mp3
2026-03-08 19:31:32 | Azure  | en-NG-AbeoNeural                    | OK    | D:\RecordingStudio\DubbingToolkit\voices\voices_output\azure\EN-NG\en-NG-AbeoNeural.mp3
2026-03-08 19:31:32 | Azure  | en-NZ-MollyNeural                   | OK    | D:\RecordingStudio\DubbingToolkit\voices\voices_output\azure\EN-NZ\en-NZ-MollyNeural.mp3
2026-03-08 19:31:33 | Azure  | en-NZ-MitchellNeural                | OK    | D:\RecordingStudio\DubbingToolkit\voices\voices_output\azure\EN-NZ\en-NZ-MitchellNeural.mp3
2026-03-08 19:31:34 | Azure  | en-PH-RosaNeural                    | OK    | D:\RecordingStudio\DubbingToolkit\voices\voices_output\azure\EN-PH\en-PH-RosaNeural.mp3
2026-03-08 19:31:34 | Azure  | en-PH-JamesNeural                   | OK    | D:\RecordingStudio\DubbingToolkit\voices\voices_output\azure\EN-PH\en-PH-JamesNeural.mp3
2026-03-08 19:31:35 | Azure  | en-SG-LunaNeural                    | OK    | D:\RecordingStudio\DubbingToolkit\voices\voices_output\azure\EN-SG\en-SG-LunaNeural.mp3
2026-03-08 19:31:35 | Azure  | en-SG-WayneNeural                   | OK    | D:\RecordingStudio\DubbingToolkit\voices\voices_output\azure\EN-SG\en-SG-WayneNeural.mp3
2026-03-08 19:31:36 | Azure  | en-TZ-ImaniNeural                   | OK    | D:\RecordingStudio\DubbingToolkit\voices\voices_output\azure\EN-TZ\en-TZ-ImaniNeural.mp3
2026-03-08 19:31:37 | Azure  | en-TZ-ElimuNeural                   | OK    | D:\RecordingStudio\DubbingToolkit\voices\voices_output\azure\EN-TZ\en-TZ-ElimuNeural.mp3
2026-03-08 19:31:37 | Azure  | en-US-AvaNeural                     | OK    | D:\RecordingStudio\DubbingToolkit\voices\voices_output\azure\EN-US\en-US-AvaNeural.mp3
2026-03-08 19:31:38 | Azure  | en-US-AndrewNeural                  | OK    | D:\RecordingStudio\DubbingToolkit\voices\voices_output\azure\EN-US\en-US-AndrewNeural.mp3
2026-03-08 19:31:38 | Azure  | en-US-EmmaNeural                    | OK    | D:\RecordingStudio\DubbingToolkit\voices\voices_output\azure\EN-US\en-US-EmmaNeural.mp3
2026-03-08 19:31:39 | Azure  | en-US-BrianNeural                   | OK    | D:\RecordingStudio\DubbingToolkit\voices\voices_output\azure\EN-US\en-US-BrianNeural.mp3
2026-03-08 19:31:39 | Azure  | en-US-JennyNeural                   | OK    | D:\RecordingStudio\DubbingToolkit\voices\voices_output\azure\EN-US\en-US-JennyNeural.mp3
